"SKU","Tamanho Pedido","Loja","Data da Venda","Código Cliente","Preço Unitário","Faturamento","Marca","Categoria"
"HL1001","4","Rio de Janeiro","11/4/2018","652","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1018","4","Porto Alegre","11/4/2018","733","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1023","2","Campinas","11/4/2018","257","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1009","5","Campinas","11/4/2018","265","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1020","5","São Paulo","11/4/2018","314","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1019","3","Porto Alegre","11/4/2018","361","R$ 6,500.00","R$ 19,500.00","Apple","Celular"
"HL1007","5","Recife","11/4/2018","653","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1014","3","Rio de Janeiro","11/4/2018","107","R$ 1,100.00","R$ 3,300.00","Samsung","Celular"
"HL1008","3","Guarulhos","12/4/2018","548","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1002","5","Salvador","12/4/2018","700","R$ 2,500.00","R$ 12,500.00","Apple","Celular"
"HL1019","4","São Paulo","12/4/2018","641","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1020","5","São Paulo","12/4/2018","617","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1013","2","São Paulo","12/4/2018","540","R$ 1,550.00","R$ 3,100.00","Nikon","Câmera"
"HL1007","4","Salvador","12/4/2018","700","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1007","4","Salvador","12/4/2018","761","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1013","5","São Paulo","12/4/2018","160","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1004","5","São Paulo","12/4/2018","424","R$ 1,750.00","R$ 8,750.00","Apple","Smart Watch"
"HL1001","3","Nova Iguaçu","12/4/2018","25","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1005","1","Goiânia","12/4/2018","172","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1012","2","Porto Alegre","12/4/2018","801","R$ 5,500.00","R$ 11,000.00","Dell","Notebook"
"HL1023","4","São Paulo","12/4/2018","57","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1024","1","São Paulo","12/4/2018","698","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1018","4","Recife","12/4/2018","768","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1024","5","Fortaleza","12/4/2018","507","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1001","5","Rio de Janeiro","12/4/2018","20","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1002","5","Fortaleza","12/4/2018","366","R$ 2,500.00","R$ 12,500.00","Apple","Celular"
"HL1006","1","Curitiba","12/4/2018","85","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1008","2","São Paulo","12/4/2018","104","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1005","4","São Paulo","12/4/2018","650","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1008","4","São Paulo","12/4/2018","748","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1024","1","Fortaleza","12/4/2018","468","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1015","4","São Paulo","12/4/2018","406","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1018","2","Rio de Janeiro","12/4/2018","362","R$ 1,200.00","R$ 2,400.00","Xiaomi","Smart Watch"
"HL1005","1","Rio de Janeiro","1/9/2018","377","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1015","3","Campinas","1/9/2018","96","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1011","2","Curitiba","1/9/2018","66","R$ 2,000.00","R$ 4,000.00","Samsung","Tablet"
"HL1023","5","Rio de Janeiro","1/9/2018","531","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1008","3","São Paulo","1/9/2018","145","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1024","3","Recife","1/9/2018","814","R$ 2,400.00","R$ 7,200.00","Acer","Notebook"
"HL1003","1","Salvador","1/9/2018","237","R$ 4,500.00","R$ 4,500.00","Samsung","Celular"
"HL1021","3","Fortaleza","1/9/2018","612","R$ 3,000.00","R$ 9,000.00","Samsung","Celular"
"HL1005","2","Salvador","1/9/2018","700","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1019","4","Rio de Janeiro","1/9/2018","462","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1001","1","Campinas","1/9/2018","96","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1015","4","Belo Horizonte","1/9/2018","180","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1007","1","Rio de Janeiro","1/9/2018","788","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1002","4","Guarulhos","1/9/2018","62","R$ 2,500.00","R$ 10,000.00","Apple","Celular"
"HL1023","4","Rio de Janeiro","1/9/2018","558","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1004","5","Curitiba","1/9/2018","338","R$ 1,750.00","R$ 8,750.00","Apple","Smart Watch"
"HL1012","5","Recife","1/9/2018","335","R$ 5,500.00","R$ 27,500.00","Dell","Notebook"
"HL1012","3","Salvador","1/9/2018","97","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1005","3","Belo Horizonte","1/9/2018","724","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1005","3","Guarulhos","1/9/2018","465","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1005","2","Recife","1/9/2018","555","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1008","5","São Paulo","1/9/2018","224","R$ 2,000.00","R$ 10,000.00","Philco","Televisão"
"HL1015","4","Belo Horizonte","1/9/2018","313","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1001","2","Recife","1/9/2018","555","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1021","4","Salvador","1/9/2018","792","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1013","1","Rio de Janeiro","1/9/2018","148","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1018","2","São Paulo","2/9/2018","728","R$ 1,200.00","R$ 2,400.00","Xiaomi","Smart Watch"
"HL1010","5","Fortaleza","2/9/2018","133","R$ 1,900.00","R$ 9,500.00","Apple","Celular"
"HL1001","3","São Paulo","2/9/2018","617","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1005","3","Rio de Janeiro","2/9/2018","325","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1001","4","Rio de Janeiro","2/9/2018","558","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1002","3","São Paulo","2/9/2018","773","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1019","1","Porto Alegre","2/9/2018","428","R$ 6,500.00","R$ 6,500.00","Apple","Celular"
"HL1013","1","São Paulo","2/9/2018","665","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1020","5","São Paulo","2/9/2018","683","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1002","4","Salvador","2/9/2018","15","R$ 2,500.00","R$ 10,000.00","Apple","Celular"
"HL1016","2","Porto Alegre","2/9/2018","360","R$ 1,450.00","R$ 2,900.00","Samsung","Smart Watch"
"HL1023","1","São Paulo","2/9/2018","50","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1001","1","Salvador","2/9/2018","247","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1002","5","Salvador","2/9/2018","551","R$ 2,500.00","R$ 12,500.00","Apple","Celular"
"HL1012","3","Rio de Janeiro","2/9/2018","226","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1003","5","Rio de Janeiro","2/9/2018","462","R$ 4,500.00","R$ 22,500.00","Samsung","Celular"
"HL1005","1","Recife","2/9/2018","322","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1015","2","Campinas","2/9/2018","120","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1002","1","Salvador","2/9/2018","97","R$ 2,500.00","R$ 2,500.00","Apple","Celular"
"HL1007","4","Fortaleza","2/9/2018","599","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1005","4","São Paulo","2/9/2018","69","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1018","3","São Paulo","2/9/2018","776","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1001","1","Curitiba","2/9/2018","63","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1007","5","São Paulo","2/9/2018","429","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1001","1","São Paulo","2/9/2018","450","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1006","4","São Paulo","2/9/2018","202","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1015","5","São Paulo","2/9/2018","196","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1007","3","São Paulo","2/9/2018","312","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1015","3","Fortaleza","2/9/2018","580","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1005","4","Guarulhos","2/9/2018","242","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1019","2","Porto Alegre","3/9/2018","760","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1015","1","Niterói","3/9/2018","486","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1009","3","Rio de Janeiro","3/9/2018","368","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1005","3","Fortaleza","3/9/2018","622","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1024","5","Niterói","3/9/2018","258","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1001","1","Fortaleza","3/9/2018","263","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1007","2","Fortaleza","3/9/2018","157","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1023","2","Curitiba","3/9/2018","751","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1023","1","Curitiba","3/9/2018","345","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1001","4","Goiânia","3/9/2018","116","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1001","2","Fortaleza","3/9/2018","87","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1001","5","Goiânia","3/9/2018","162","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1008","4","São Paulo","3/9/2018","406","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1013","4","Curitiba","3/9/2018","535","R$ 1,550.00","R$ 6,200.00","Nikon","Câmera"
"HL1005","4","São Paulo","3/9/2018","748","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1002","3","Belo Horizonte","4/9/2018","190","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1018","3","Niterói","4/9/2018","763","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1024","4","Guarulhos","4/9/2018","399","R$ 2,400.00","R$ 9,600.00","Acer","Notebook"
"HL1007","3","Niterói","4/9/2018","546","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1023","1","Belo Horizonte","4/9/2018","470","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1021","4","Campinas","4/9/2018","262","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1015","1","Campinas","4/9/2018","663","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1007","2","Rio de Janeiro","4/9/2018","531","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1002","3","Rio de Janeiro","4/9/2018","148","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1019","2","Salvador","4/9/2018","481","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1021","1","Fortaleza","4/9/2018","507","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1023","2","São Paulo","4/9/2018","773","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1005","5","Salvador","4/9/2018","237","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1020","5","Porto Alegre","4/9/2018","668","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1015","5","Recife","4/9/2018","653","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1001","1","Rio de Janeiro","4/9/2018","570","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1001","1","Guarulhos","4/9/2018","496","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1021","3","Salvador","4/9/2018","90","R$ 3,000.00","R$ 9,000.00","Samsung","Celular"
"HL1005","4","Recife","4/9/2018","597","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1001","2","Curitiba","4/9/2018","95","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1011","5","São Paulo","4/9/2018","641","R$ 2,000.00","R$ 10,000.00","Samsung","Tablet"
"HL1005","4","Guarulhos","4/9/2018","479","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1007","5","Rio de Janeiro","4/9/2018","3","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1023","2","Recife","4/9/2018","70","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1009","5","Fortaleza","4/9/2018","255","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1020","3","São Paulo","4/9/2018","312","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1013","5","São Paulo","4/9/2018","111","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1015","1","Guarulhos","5/9/2018","241","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1013","4","São Paulo","5/9/2018","429","R$ 1,550.00","R$ 6,200.00","Nikon","Câmera"
"HL1013","5","Fortaleza","5/9/2018","171","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1019","1","São Paulo","5/9/2018","683","R$ 6,500.00","R$ 6,500.00","Apple","Celular"
"HL1002","1","Belo Horizonte","5/9/2018","430","R$ 2,500.00","R$ 2,500.00","Apple","Celular"
"HL1018","5","Campinas","5/9/2018","86","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1001","5","Fortaleza","5/9/2018","91","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1002","4","São Paulo","5/9/2018","314","R$ 2,500.00","R$ 10,000.00","Apple","Celular"
"HL1019","2","Fortaleza","5/9/2018","553","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1015","4","Nova Iguaçu","5/9/2018","330","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1001","3","Fortaleza","5/9/2018","471","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1001","2","São Paulo","5/9/2018","382","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1013","1","São Paulo","5/9/2018","50","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1008","1","Porto Alegre","5/9/2018","586","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1001","5","Fortaleza","5/9/2018","354","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1012","4","Salvador","5/9/2018","156","R$ 5,500.00","R$ 22,000.00","Dell","Notebook"
"HL1020","3","Belo Horizonte","5/9/2018","388","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1020","5","Rio de Janeiro","5/9/2018","121","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1007","4","São Paulo","5/9/2018","389","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1007","3","São Paulo","5/9/2018","303","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1024","1","Fortaleza","5/9/2018","740","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1011","5","Rio de Janeiro","5/9/2018","134","R$ 2,000.00","R$ 10,000.00","Samsung","Tablet"
"HL1008","5","São Paulo","5/9/2018","49","R$ 2,000.00","R$ 10,000.00","Philco","Televisão"
"HL1023","4","Belo Horizonte","5/9/2018","383","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1020","5","São Paulo","5/9/2018","718","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1018","4","Curitiba","5/9/2018","210","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1008","2","Porto Alegre","5/9/2018","474","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1019","3","Niterói","5/9/2018","135","R$ 6,500.00","R$ 19,500.00","Apple","Celular"
"HL1023","5","Fortaleza","5/9/2018","461","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1005","2","São Paulo","5/9/2018","540","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1008","4","São Paulo","5/9/2018","196","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1009","2","Nova Iguaçu","6/9/2018","791","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1001","4","São Paulo","6/9/2018","145","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1008","1","Guarulhos","6/9/2018","137","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1005","4","Campinas","6/9/2018","289","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1019","4","Salvador","6/9/2018","54","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1005","2","Rio de Janeiro","6/9/2018","368","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1003","3","Guarulhos","6/9/2018","577","R$ 4,500.00","R$ 13,500.00","Samsung","Celular"
"HL1003","2","Nova Iguaçu","6/9/2018","283","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1015","4","Salvador","6/9/2018","247","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1008","3","São Paulo","6/9/2018","79","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1012","3","São Paulo","6/9/2018","484","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1003","2","Rio de Janeiro","6/9/2018","325","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1001","5","Rio de Janeiro","6/9/2018","571","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1015","2","Rio de Janeiro","6/9/2018","107","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1013","5","Fortaleza","6/9/2018","621","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1009","3","Nova Iguaçu","6/9/2018","452","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1005","5","São Paulo","6/9/2018","737","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1006","3","Curitiba","6/9/2018","493","R$ 1,400.00","R$ 4,200.00","Samsung","Televisão"
"HL1021","2","Fortaleza","6/9/2018","215","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1001","3","Salvador","6/9/2018","285","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1018","2","São Paulo","6/9/2018","641","R$ 1,200.00","R$ 2,400.00","Xiaomi","Smart Watch"
"HL1023","5","Salvador","6/9/2018","16","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1023","4","Belo Horizonte","6/9/2018","383","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1019","2","Rio de Janeiro","6/9/2018","804","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1015","2","Salvador","6/9/2018","752","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1019","2","Guarulhos","6/9/2018","340","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1003","5","Niterói","7/9/2018","807","R$ 4,500.00","R$ 22,500.00","Samsung","Celular"
"HL1015","4","Rio de Janeiro","7/9/2018","537","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1023","2","Salvador","7/9/2018","16","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1015","3","Belo Horizonte","7/9/2018","660","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1020","5","Porto Alegre","7/9/2018","375","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1006","4","Fortaleza","7/9/2018","621","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1009","4","São Paulo","7/9/2018","224","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1001","5","Fortaleza","7/9/2018","130","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1020","3","São Paulo","7/9/2018","49","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1001","5","Belo Horizonte","7/9/2018","388","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1024","5","Nova Iguaçu","7/9/2018","455","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1013","5","São Paulo","7/9/2018","104","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1005","2","Curitiba","7/9/2018","178","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1017","1","Rio de Janeiro","7/9/2018","771","R$ 5,200.00","R$ 5,200.00","Samsung","Televisão"
"HL1001","4","Salvador","7/9/2018","15","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1023","1","São Paulo","7/9/2018","406","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1024","3","Belo Horizonte","7/9/2018","357","R$ 2,400.00","R$ 7,200.00","Acer","Notebook"
"HL1001","4","Belo Horizonte","7/9/2018","441","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1018","4","Recife","7/9/2018","27","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1001","4","Guarulhos","7/9/2018","152","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1015","1","Niterói","7/9/2018","706","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1023","2","Curitiba","7/9/2018","293","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1015","3","São Paulo","7/9/2018","772","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1009","5","Curitiba","7/9/2018","338","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1008","3","Fortaleza","7/9/2018","91","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1007","1","Rio de Janeiro","7/9/2018","462","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1001","3","Fortaleza","7/9/2018","557","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1001","5","Porto Alegre","7/9/2018","453","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1008","2","Niterói","7/9/2018","381","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1001","2","São Paulo","8/9/2018","773","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1012","4","Rio de Janeiro","8/9/2018","492","R$ 5,500.00","R$ 22,000.00","Dell","Notebook"
"HL1009","4","Recife","8/9/2018","106","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1003","2","Recife","8/9/2018","227","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1010","2","Rio de Janeiro","8/9/2018","749","R$ 1,900.00","R$ 3,800.00","Apple","Celular"
"HL1005","2","Recife","8/9/2018","234","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1007","2","São Paulo","8/9/2018","650","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1024","1","São Paulo","8/9/2018","450","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1008","1","São Paulo","8/9/2018","450","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1006","4","Campinas","8/9/2018","96","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1020","1","Campinas","8/9/2018","552","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1023","1","Belo Horizonte","8/9/2018","470","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1021","1","Rio de Janeiro","8/9/2018","259","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1018","5","São Paulo","8/9/2018","772","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1016","1","Nova Iguaçu","8/9/2018","530","R$ 1,450.00","R$ 1,450.00","Samsung","Smart Watch"
"HL1011","3","Belo Horizonte","8/9/2018","742","R$ 2,000.00","R$ 6,000.00","Samsung","Tablet"
"HL1015","1","São Paulo","8/9/2018","105","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1007","4","Campinas","8/9/2018","395","R$ 2,300.00","R$ 9,200.00","Dell","Notebook"
"HL1019","2","Rio de Janeiro","8/9/2018","134","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1005","3","Belo Horizonte","8/9/2018","18","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1024","4","Guarulhos","8/9/2018","102","R$ 2,400.00","R$ 9,600.00","Acer","Notebook"
"HL1002","4","Rio de Janeiro","8/9/2018","405","R$ 2,500.00","R$ 10,000.00","Apple","Celular"
"HL1018","1","Salvador","8/9/2018","583","R$ 1,200.00","R$ 1,200.00","Xiaomi","Smart Watch"
"HL1018","2","Belo Horizonte","8/9/2018","295","R$ 1,200.00","R$ 2,400.00","Xiaomi","Smart Watch"
"HL1010","2","São Paulo","8/9/2018","114","R$ 1,900.00","R$ 3,800.00","Apple","Celular"
"HL1023","3","Recife","8/9/2018","165","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1005","2","Fortaleza","8/9/2018","91","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1020","1","Rio de Janeiro","8/9/2018","570","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1008","3","Rio de Janeiro","8/9/2018","213","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1006","5","Rio de Janeiro","8/9/2018","195","R$ 1,400.00","R$ 7,000.00","Samsung","Televisão"
"HL1014","2","Nova Iguaçu","8/9/2018","806","R$ 1,100.00","R$ 2,200.00","Samsung","Celular"
"HL1006","2","São Paulo","8/9/2018","111","R$ 1,400.00","R$ 2,800.00","Samsung","Televisão"
"HL1021","1","Recife","8/9/2018","158","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1008","4","Nova Iguaçu","9/9/2018","647","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1023","2","Niterói","9/9/2018","706","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1012","3","Salvador","9/9/2018","109","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1008","1","São Paulo","9/9/2018","202","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1013","1","Belo Horizonte","9/9/2018","441","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1009","2","Porto Alegre","9/9/2018","489","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1015","1","São Paulo","9/9/2018","446","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1012","5","Porto Alegre","9/9/2018","112","R$ 5,500.00","R$ 27,500.00","Dell","Notebook"
